0 1 2
7.366 0.0 1.440269
7.3090817041337806 0.0 1.4444016046677577
7.252261981162062 0.0 1.4487853974081806
7.223847190786791 0.0 1.4511819200846345
7.081730300925075 0.0 1.4648105750206655
6.939575217773059 0.0 1.4799208993899824
6.91113565052337 0.0 1.4832787500940723
6.79735910231724 0.0 1.4974538320769235
6.655091449608258 0.0 1.5169825395490422
6.512749631405048 0.0 1.539429819443374
6.3703569021424 0.0 1.563867778483718
6.341874285397555 0.0 1.5689300694679575
6.227923482327317 0.0 1.5899047449775514
6.1139411614730585 0.0 1.6121281343818772
6.0854433358205196 0.0 1.617767444996306
5.942942076462584 0.0 1.6464713136258802
5.800409602306 0.0 1.6763978181071915
5.657884976077356 0.0 1.7059904563618358
5.543885799192708 0.0 1.7288838327021308
5.5153910311296395 0.0 1.7344063787969743
5.372959950497364 0.0 1.760339613206081
5.230613763500552 0.0 1.7829677123128924
5.088365313054471 0.0 1.8017708950390972
4.946210809989707 0.0 1.8168800921670958
4.804143249468053 0.0 1.8285566049343527
4.662149571215172 0.0 1.837338922580456
4.520223785661315 0.0 1.843498563967753
4.378352805259462 0.0 1.8474787636142251
4.236534534995496 0.0 1.8494110389761687
4.094762319123048 0.0 1.8495266448502024
3.9530369880216405 0.0 1.8478029112638383
3.811355372128945 0.0 1.8443662402742906
3.6697187365426247 0.0 1.8391565455865142
3.528127496683972 0.0 1.8321868728086441
3.386584116881925 0.0 1.823342718490369
3.2450897107414596 0.0 1.812577035358139
3.103645490667131 0.0 1.799834272428734
2.9622564911660962 0.0 1.7849251133666424
2.8209254602558165 0.0 1.7677594386092497
2.6796591124993423 0.0 1.7480521299453737
2.5384678264829983 0.0 1.7253979097470151
2.3973628572791057 0.0 1.6993648620158373
2.2563612189973767 0.0 1.6692693938803966
2.199997995281737 0.0 1.6557858157355554
2.143659238405437 0.0 1.6413187933312883
2.031075131929801 0.0 1.6087372498707606
1.9748456103821779 0.0 1.589992419270361
1.9186712764746554 0.0 1.5690840271071653
1.8625709565686757 0.0 1.5452701015432537
1.806597222482715 0.0 1.5165146234876372
1.7508758357808452 0.0 1.4778493823183625
1.723285835350831 0.0 1.447906411502553
1.7096789312539995 0.0 1.4255784252106631
1.7069912955212203 0.0 1.4197797717482086
1.7043251683009535 0.0 1.4131546960250032
1.7016908618500803 0.0 1.4052548283640725
1.7003939553328165 0.0 1.4005382751109146
1.6991184909986172 0.0 1.3949522075480278
1.6978854636021907 0.0 1.3877144227049638
1.696904342285075 0.0 1.3706048579847752
1.69855255219142 0.0 1.3615793750352274
1.7000709079158414 0.0 1.3576303503442713
1.701568374734836 0.0 1.3545032191888797
1.7030547511474756 0.0 1.351793831182367
1.7060108657644992 0.0 1.3470750951327908
1.7089504536830598 0.0 1.342998000320277
1.71187674374523 0.0 1.339431042461808
1.726390293593222 0.0 1.3262294637367877
1.79849 0.0 1.2852
