0 1 2
2.849755 0.0 1.767047
2.832963887885388 0.0 1.763125938509794
2.807901420078295 0.0 1.7575020284657004
2.7734549135166557 0.0 1.7488503594292724
2.7312313326243807 0.0 1.738202988774996
2.683366621958089 0.0 1.7249972840633423
2.604826679138892 0.0 1.700269333453342
2.5498656577955274 0.0 1.6810874372928504
2.4942369715337853 0.0 1.6600420870702712
2.4664341452114464 0.0 1.6490481957735248
2.4388083504474336 0.0 1.6377196714237712
2.411435357132264 0.0 1.626144278971109
2.384349357886899 0.0 1.6144719110305148
2.3576132833328702 0.0 1.6027590745702733
2.3313383937388767 0.0 1.5909306434364092
2.305577833063974 0.0 1.5790331603929757
2.2803503682484125 0.0 1.5671602218436607
2.255682754546254 0.0 1.555374858055717
2.231624554112821 0.0 1.543672972921787
2.2082199936318316 0.0 1.5320505665521895
2.1854858011506786 0.0 1.5205473663309326
2.163412700882467 0.0 1.5092409290316477
2.142014930680542 0.0 1.4981512792804748
2.121314346734951 0.0 1.4872769554906171
2.1013186303848297 0.0 1.4766295609948592
2.0820322809298872 0.0 1.4662218239509122
2.0634618067754946 0.0 1.4560594979163293
2.0456083808554175 0.0 1.446148432666341
2.0284673263281916 0.0 1.4364956509099436
2.01203401446119 0.0 1.4271108430919364
1.9962999758522177 0.0 1.417997897990725
1.9812562749042946 0.0 1.4091644488366084
1.9668928030866724 0.0 1.4006122790846545
1.953197860848891 0.0 1.392343734602394
1.9401581095119365 0.0 1.3843590559340195
1.9277612871128849 0.0 1.376658997927348
1.91599035862967 0.0 1.3692460026675883
1.904828240931387 0.0 1.362119844504146
1.894256259867417 0.0 1.3552808601988902
1.8842636001680342 0.0 1.3487212389797663
1.8748357021116218 0.0 1.3424327038799342
1.8659569773693114 0.0 1.33640913136473
1.857608141269183 0.0 1.3306465994405068
1.8497709858554037 0.0 1.325141700417242
1.8424288460830178 0.0 1.3198877964566473
1.8355650087982307 0.0 1.3148755819846318
1.8291643518669607 0.0 1.3100951890146402
1.8232049709903233 0.0 1.3055454113976668
1.8176686101036483 0.0 1.3012201737078861
1.8125390703567656 0.0 1.2971090936551195
1.8078048297409708 0.0 1.2931947662401897
1.79849 0.0 1.2852
