0 1 2
2.849755 0.0 1.767047
2.832625767884147 0.0 1.7690232531155374
2.8071358033295195 0.0 1.7721882750379683
2.7717905394696327 0.0 1.77567044592578
2.728450978517987 0.0 1.779898890289214
2.6789378330549805 0.0 1.7836230801955386
2.596660543352826 0.0 1.7868544512174116
2.538450448097903 0.0 1.787348230348681
2.4789829249263744 0.0 1.786313247719805
2.4491009624641458 0.0 1.7853483038039326
2.419272700244816 0.0 1.7840086123240642
2.389599083897307 0.0 1.7823512148683311
2.3601628904423237 0.0 1.7805056679734104
2.3310424296449224 0.0 1.7785039228722705
2.3023170769914474 0.0 1.7762377099081772
2.274052566804805 0.0 1.7737329039349834
2.246298154855334 0.0 1.771071275081208
2.2191002999903313 0.0 1.7683031247754364
2.192504273597526 0.0 1.7654078693642299
2.1665503571498745 0.0 1.7623668165602338
2.141267705637319 0.0 1.7592117166259864
2.116673764038523 0.0 1.7560187060578483
2.092788693323013 0.0 1.752801828980135
2.0696325738681343 0.0 1.7495523328089508
2.047216552559953 0.0 1.746278547444277
2.025549160608885 0.0 1.7429909355886997
2.0046384664153507 0.0 1.7396927165091678
1.9844875484649942 0.0 1.7363890008387133
1.9650943746104304 0.0 1.7330879776960155
1.9464578583873138 0.0 1.7298003311571386
1.928571339888268 0.0 1.7265325803481564
1.9114289841706977 0.0 1.7232949264720907
1.8950218778063612 0.0 1.7200924600989327
1.8793397995291934 0.0 1.7169313381999736
1.8643702745522648 0.0 1.7138162891904227
1.850102015208208 0.0 1.710752162203748
1.8365198103161866 0.0 1.7077470055773256
1.8236075030123222 0.0 1.7048063726911455
1.8113476285949126 0.0 1.7019368833264994
1.7997273701852885 0.0 1.6991348353433955
1.7887302288278337 0.0 1.6963973515666246
1.7783394641304087 0.0 1.693723929060102
1.7685355993069682 0.0 1.6911173848099106
1.7593003446910287 0.0 1.6885806565203931
1.750615772770889 0.0 1.6861131205372049
1.742463010351807 0.0 1.6837116582486151
1.734824492076862 0.0 1.6813720846415898
1.7276791918856644 0.0 1.6791006573426401
1.7210078744286894 0.0 1.6768978190987227
1.714791787229455 0.0 1.674759264178545
1.7090142099588643 0.0 1.6726724977321332
1.7036603136539048 0.0 1.670630014824288
1.6987065772968009 0.0 1.6686390187645612
1.6941309084258602 0.0 1.66670445934164
1.6899159831206843 0.0 1.664819777303365
1.6860469724182596 0.0 1.6629774677145375
1.682505244560365 0.0 1.6611720377242996
1.6792746627461643 0.0 1.6593970487987537
1.6763419472869885 0.0 1.657641555362272
1.6737053475980574 0.0 1.6558873884666323
1.6713438376189809 0.0 1.6541408057383442
1.6692448419076116 0.0 1.6523957307982917
1.6674022034926566 0.0 1.6506419423804102
1.66578477570288 0.0 1.6489026598768268
1.6643809287791753 0.0 1.6471743018658107
1.6632963360856612 0.0 1.6453848559948967
1.6630205530121667 0.0 1.6434497728955262
1.663325935525279 0.0 1.641602574049834
1.6645067097291892 0.0 1.6401934179027085
1.6659123939526475 0.0 1.6390494107419606
1.6673499698999599 0.0 1.6380045982853484
1.6689115303009399 0.0 1.6371559013130945
1.6705549421026267 0.0 1.6364222740062435
1.672259520996363 0.0 1.6357476401827407
1.6740400153529866 0.0 1.635116708069574
1.6759180548241894 0.0 1.6345172844424194
1.6779065970699434 0.0 1.6339398924078183
1.6800244146297736 0.0 1.6333768457831754
1.6822888514871213 0.0 1.632822711906762
1.6847197465828134 0.0 1.6322711124338078
1.687335631019854 0.0 1.631716735420844
1.6901559815842888 0.0 1.6311567638817872
1.6932032328295488 0.0 1.6305946785831507
1.696497807224721 0.0 1.630030157496238
1.7000584572462887 0.0 1.6294675063523418
1.7039060882363808 0.0 1.6289016546445154
1.7080618269106052 0.0 1.6283371495405732
1.7125446671819655 0.0 1.6277759225326829
1.7173764400125904 0.0 1.627227389985171
1.7225762600337442 0.0 1.6266922962706438
1.728165857552337 0.0 1.6261692529591012
1.7341618522422475 0.0 1.6256599501061917
1.740586678656906 0.0 1.6251678684784263
1.7474589685545354 0.0 1.624698500926662
1.754799486495961 0.0 1.624259955977402
1.7626259185563649 0.0 1.6238552315241164
1.7709588079230933 0.0 1.623482818418546
1.7798164241995873 0.0 1.6231517708702352
1.79849 0.0 1.2852
