9.90689800E-01              -4.24497000E-03
9.83462467E-01              -2.52503510E-03
9.76240565E-01              -8.14785900E-04
9.69023241E-01              8.86057300E-04
9.61809624E-01              2.57777330E-03
9.54598856E-01              4.26063410E-03
9.47390069E-01              5.93490950E-03
9.40182409E-01              7.60086250E-03
9.32975026E-01              9.25875090E-03
9.25767068E-01              1.09088294E-02
9.18557673E-01              1.25513510E-02
9.11346001E-01              1.41865600E-02
9.04131199E-01              1.58147001E-02
8.96912419E-01              1.74360101E-02
8.89688831E-01              1.90507216E-02
8.82459576E-01              2.06590695E-02
8.75223811E-01              2.22612809E-02
8.67980691E-01              2.38575805E-02
8.60729606E-01              2.54480018E-02
8.53470826E-01              2.70311634E-02
8.46204916E-01              2.86049765E-02
8.38932406E-01              3.01673522E-02
8.31653802E-01              3.17162058E-02
8.24369557E-01              3.32494646E-02
8.17080123E-01              3.47650598E-02
8.09785866E-01              3.62609445E-02
8.02487155E-01              3.77350772E-02
7.95184274E-01              3.91854400E-02
7.87877439E-01              4.06100371E-02
7.80566847E-01              4.20068836E-02
7.73252593E-01              4.33740238E-02
7.65934715E-01              4.47095201E-02
7.58613167E-01              4.60114587E-02
7.51287832E-01              4.72779454E-02
7.43958484E-01              4.85071109E-02
7.36624782E-01              4.96971930E-02
7.29286295E-01              5.08478951E-02
7.21943278E-01              5.19600325E-02
7.14595922E-01              5.30344656E-02
7.07244063E-01              5.40721006E-02
6.99887610E-01              5.50738234E-02
6.92526476E-01              5.60405110E-02
6.85160649E-01              5.69730237E-02
6.77790155E-01              5.78722107E-02
6.70415055E-01              5.87389126E-02
6.63035462E-01              5.95739600E-02
6.55651522E-01              6.03781777E-02
6.48263429E-01              6.11523829E-02
6.40871402E-01              6.18973894E-02
6.33475715E-01              6.26140053E-02
6.26076666E-01              6.33030365E-02
6.18674591E-01              6.39652866E-02
6.11269906E-01              6.46015461E-02
6.03862980E-01              6.52122502E-02
5.96453861E-01              6.57973372E-02
5.89042581E-01              6.63567069E-02
5.81629169E-01              6.68902604E-02
5.74213637E-01              6.73979011E-02
5.66795988E-01              6.78795342E-02
5.59376223E-01              6.83350656E-02
5.51954348E-01              6.87644021E-02
5.44530365E-01              6.91675024E-02
5.37104452E-01              6.95447435E-02
5.29676859E-01              6.98967112E-02
5.22247838E-01              7.02239932E-02
5.14817611E-01              7.05271788E-02
5.07386423E-01              7.08068567E-02
4.99954545E-01              7.10636149E-02
4.92522252E-01              7.12980421E-02
4.85089749E-01              7.15107287E-02
4.77656911E-01              7.17020620E-02
4.70223492E-01              7.18719147E-02
4.62789332E-01              7.20200785E-02
4.55354327E-01              7.21463423E-02
4.47918444E-01              7.22504927E-02
4.40481719E-01              7.23323158E-02
4.33044217E-01              7.23915975E-02
4.25606066E-01              7.24281248E-02
4.18167623E-01              7.24416979E-02
4.10729497E-01              7.24323205E-02
4.03292137E-01              7.24001634E-02
3.95855994E-01              7.23454064E-02
3.89164795E-01              7.22769529E-02
3.82475101E-01              7.21904758E-02
3.75787169E-01              7.20861116E-02
3.69101184E-01              7.19639972E-02
3.62417291E-01              7.18242694E-02
3.55735443E-01              7.16670586E-02
3.49055407E-01              7.14924156E-02
3.42377045E-01              7.13003017E-02
3.35700254E-01              7.10906724E-02
3.29024943E-01              7.08634821E-02
3.22351036E-01              7.06186846E-02
3.15678509E-01              7.03562350E-02
3.09007297E-01              7.00760857E-02
3.02337417E-01              6.97781924E-02
2.95668900E-01              6.94625109E-02
2.89001880E-01              6.91289476E-02
2.84557824E-01              6.88964175E-02
2.79620313E-01              6.86282691E-02
2.74682932E-01              6.83495842E-02
2.69745437E-01              6.80601113E-02
2.64807565E-01              6.77595949E-02
2.59869016E-01              6.74477739E-02
2.54929490E-01              6.71243837E-02
2.49988620E-01              6.67891516E-02
2.45046049E-01              6.64418009E-02
2.40101362E-01              6.60820461E-02
2.35154127E-01              6.57095946E-02
2.30203781E-01              6.53241380E-02
2.25249753E-01              6.49253866E-02
2.20291475E-01              6.45131116E-02
2.15328740E-01              6.40871191E-02
2.10362601E-01              6.36473249E-02
2.05394519E-01              6.31936923E-02
2.00425993E-01              6.27262035E-02
1.95458552E-01              6.22448591E-02
1.90493730E-01              6.17496781E-02
1.85533091E-01              6.12407007E-02
1.80578183E-01              6.07179833E-02
1.75630600E-01              6.01816059E-02
1.70691685E-01              5.96316391E-02
1.65762679E-01              5.90681575E-02
1.60844901E-01              5.84911724E-02
1.55939610E-01              5.79005645E-02
1.51048105E-01              5.72962250E-02
1.46171597E-01              5.66780537E-02
1.41311026E-01              5.60459337E-02
1.36464097E-01              5.53993271E-02
1.31626275E-01              5.47373299E-02
1.26792895E-01              5.40587685E-02
1.21960338E-01              5.33624793E-02
1.17125686E-01              5.26473477E-02
1.12285681E-01              5.19121580E-02
1.07437118E-01              5.11556433E-02
1.02577603E-01              5.03766110E-02
9.77056763E-02              4.95743727E-02
9.28215651E-02              4.87491762E-02
8.79260869E-02              4.79014444E-02
8.30205082E-02              4.70316974E-02
7.81058890E-02              4.61404405E-02
