  1.00000000 -0.00650000
  0.99000001 -0.00421125
  0.98000002 -0.00189614
  0.97000003  0.00044192
  0.95999998  0.00280194
  0.94999999  0.00518350
  0.92500001  0.01118480
  0.89999998  0.01711890
  0.87500000  0.02290530
  0.85000002  0.02850960
  0.82499999  0.03390340
  0.80000001  0.03902950
  0.77499998  0.04383770
  0.75000000  0.04828860
  0.72500002  0.05234870
  0.69999999  0.05599830
  0.67500001  0.05925940
  0.64999998  0.06215770
  0.62500000  0.06471266
  0.60000002  0.06693870
  0.57499999  0.06884888
  0.55000001  0.07046390
  0.52499998  0.07180347
  0.50000000  0.07288400
  0.47499999  0.07371838
  0.44999999  0.07431430
  0.42500001  0.07467649
  0.40000001  0.07480740
  0.37500000  0.07470709
  0.34999999  0.07437290
  0.34000000  0.07417261
  0.33000001  0.07393359
  0.31999999  0.07365528
  0.31000000  0.07333699
  0.30000001  0.07297800
  0.28999999  0.07257743
  0.28000000  0.07213429
  0.27000001  0.07164748
  0.25999999  0.07111572
  0.25000000  0.07053760
  0.23999999  0.06991147
  0.23000000  0.06923541
  0.22000000  0.06850727
  0.20999999  0.06772458
  0.20000000  0.06688450
  0.19000000  0.06598388
  0.18000001  0.06501902
  0.17000000  0.06398574
  0.16000000  0.06287913
  0.15000001  0.06169350
  0.14000000  0.06042223
  0.13000000  0.05905725
  0.12000000  0.05758904
  0.11000000  0.05600599
  0.10000000  0.05429370
  0.09000000  0.05243407
  0.08000000  0.05040371
  0.07000000  0.04817145
  0.06000000  0.04569012
  0.05000000  0.04288670
  0.04000000  0.03964807
  0.03000000  0.03578253
  0.02000000  0.03090644
  0.01500000  0.02778591
  0.01000000  0.02377010
  0.00750000  0.02117177
  0.00500000  0.01785320
  0.00100000  0.00836540
  0.00050000  0.00582030
  0.00025000  0.00401921
  0.00000000  0.00000000
  0.00025000 -0.00315241
  0.00050000 -0.00422830
  0.00100000 -0.00558160
  0.00500000 -0.01037990
  0.00750000 -0.01222816
  0.01000000 -0.01375920
  0.01500000 -0.01627820
  0.02000000 -0.01836032
  0.03000000 -0.02178515
  0.04000000 -0.02461227
  0.05000000 -0.02705340
  0.06000000 -0.02921685
  0.07000000 -0.03116717
  0.08000000 -0.03294640
  0.09000000 -0.03458384
  0.10000000 -0.03610080
  0.11000000 -0.03751336
  0.12000000 -0.03883387
  0.13000000 -0.04007213
  0.14000000 -0.04123609
  0.15000001 -0.04233220
  0.16000000 -0.04336601
  0.17000000 -0.04434205
  0.18000001 -0.04526421
  0.19000000 -0.04613580
  0.20000000 -0.04695970
  0.20999999 -0.04773845
  0.22000000 -0.04847416
  0.23000000 -0.04916880
  0.23999999 -0.04982402
  0.25000000 -0.05044130
  0.25999999 -0.05102188
  0.27000001 -0.05156669
  0.28000000 -0.05207646
  0.28999999 -0.05255185
  0.30000001 -0.05299340
  0.31000000 -0.05340161
  0.31999999 -0.05377683
  0.33000001 -0.05411940
  0.34000000 -0.05442961
  0.34999999 -0.05470760
  0.37500000 -0.05526249
  0.40000001 -0.05561750
  0.42500001 -0.05577122
  0.44999999 -0.05572040
  0.47499999 -0.05545207
  0.50000000 -0.05492040
  0.52499998 -0.05406980
  0.55000001 -0.05284140
  0.57499999 -0.05117163
  0.60000002 -0.04899050
  0.62500000 -0.04624685
  0.64999998 -0.04299220
  0.67500001 -0.03930590
  0.69999999 -0.03527130
  0.72500002 -0.03097860
  0.75000000 -0.02653690
  0.77499998 -0.02210520
  0.80000001 -0.01788670
  0.82499999 -0.01414330
  0.85000002 -0.01115470
  0.87500000 -0.00899120
  0.89999998 -0.00767040
  0.92500001 -0.00722400
  0.94999999 -0.00771310
  0.95999998 -0.00820116
  0.97000003 -0.00887966
  0.98000002 -0.00977534
  0.99000001 -0.01093598
  1.00000000 -0.01250000
